"industry_ids",""
"812300","4"
"812900","2"
"813100","2"
"813A00","2"
"813B00","1"
"814000","4"
"S00500","4"
"S00600","2"
"491000","4"
"S00102","4"
"GSLGE","4"
"GSLGH","2"
"GSLGO","3"
"S00203","2"
"S00401","3"
"S00402","1"
"S00300","4"
"S00900","3"
